,NAME,INDUSTRY,2021/6/30,2021/7/1,2021/7/2,2021/7/5,2021/7/6,2021/7/7,2021/7/8,2021/7/9,2021/7/12,2021/7/13,2021/7/14,2021/7/15,2021/7/16,2021/7/19,2021/7/20,2021/7/21,2021/7/22,2021/7/23,2021/7/26,2021/7/27,2021/7/28,2021/7/29,2021/7/30,2021/8/2,2021/8/3,2021/8/4,2021/8/5,2021/8/6,2021/8/9,2021/8/10
603528.SH,多伦科技,软件服务,7.79,11.37,7.29,10.44,6.92,4.66,5.91,5.35,31.77,44.46,24.56,19.02,13.7,9.67,15.9,7.66,20.75,23.69,34.23,35.27,22.92,20.77,32.49,34.68,39.8,42.4,39.08,38.13,32.96,34.0
600593.SH,*ST圣亚,旅游服务,7.76,6.47,7.0,10.39,11.0,5.78,2.01,2.68,2.68,2.36,42.1,47.69,52.04,55.06,56.39,53.39,1.59,1.48,1.56,1.4,1.03,0.66,0.42,0.21,0.13,0.24,0.45,0.29,0.26,0.29
603826.SH,坤彩科技,染料涂料,7.74,9.35,9.06,7.26,16.72,21.38,30.37,24.22,24.96,25.73,24.67,19.24,38.95,32.72,31.03,19.95,31.03,25.36,36.86,42.79,47.77,46.0,48.91,51.09,37.6,45.1,32.51,43.0,42.32,36.7
000961.SZ,中南建设,建筑工程,7.71,9.64,8.64,6.7,16.93,17.28,32.8,34.18,26.21,33.6,22.26,30.26,6.89,9.99,7.02,4.95,5.38,5.51,4.24,3.58,4.45,2.73,2.81,2.49,1.62,1.85,2.25,2.25,3.05,2.91
000967.SZ,盈峰环境,环境保护,7.68,7.6,8.37,5.54,5.17,4.45,4.64,4.88,3.55,3.87,3.34,3.76,6.81,18.81,19.74,38.58,28.01,28.22,42.71,39.56,33.36,29.54,23.42,27.45,33.25,30.34,42.87,36.04,40.59,30.58
002726.SZ,龙大肉食,食品,7.66,6.33,8.61,7.05,9.94,8.96,5.46,4.48,3.21,3.71,5.46,5.88,5.67,7.58,8.27,12.69,13.94,12.32,13.46,22.89,38.31,20.48,17.73,20.01,17.73,15.63,18.55,26.36,53.74,41.47
002186.SZ,全聚德,酒店餐饮,7.63,7.68,5.62,5.62,8.08,7.05,14.39,13.62,11.26,9.09,11.92,26.95,31.0,48.73,51.64,41.39,53.26,48.01,35.74,30.45,27.48,17.81,16.35,11.5,12.64,12.35,9.11,11.34,18.15,16.98
603083.SH,剑桥科技,通信设备,7.6,5.3,4.24,4.58,3.23,3.52,5.19,5.25,13.67,41.44,34.55,19.9,10.02,38.66,51.06,35.82,57.18,71.94,56.04,68.87,85.45,88.42,87.84,89.61,88.18,85.45,85.53,83.23,79.44,73.42
300087.SZ,荃银高科,种植业,7.58,6.7,19.61,60.94,89.27,90.04,93.67,93.67,85.64,83.02,82.54,85.64,88.71,97.85,94.75,95.26,93.75,96.56,96.77,97.85,97.88,97.75,98.09,96.5,94.2,93.46,95.89,95.42,95.42,95.87
002717.SZ,岭南股份,环境保护,7.55,3.9,5.91,9.49,12.77,6.86,11.42,23.13,23.11,9.19,21.07,26.23,24.88,19.24,25.04,28.46,36.09,31.96,37.12,32.27,31.21,33.57,41.84,38.69,35.98,41.76,36.94,33.04,29.15,25.97
300230.SZ,永利股份,塑料,7.53,4.27,4.13,4.19,4.43,2.91,10.47,32.72,47.93,51.43,52.52,58.4,56.94,57.18,55.94,64.92,63.43,67.2,60.86,57.05,38.95,58.53,69.26,67.44,66.35,66.43,65.13,60.49,64.23,60.89
300041.SZ,回天新材,化工原料,7.5,6.44,6.76,10.12,69.55,72.31,87.04,85.11,87.39,84.98,89.85,89.3,90.81,90.22,89.9,89.8,90.51,93.0,90.33,91.15,91.81,92.45,96.56,95.63,92.37,91.28,84.53,90.99,89.16,85.93
002213.SZ,大为股份,汽车配件,7.47,6.09,7.55,6.57,6.39,4.69,9.14,4.69,2.49,13.65,20.3,7.92,18.63,18.07,15.87,20.83,59.06,63.62,48.86,31.48,24.46,44.52,57.84,75.25,72.13,76.89,82.27,87.68,87.18,87.25
300418.SZ,昆仑万维,互联网,7.45,9.57,39.22,17.46,42.53,23.77,28.99,27.61,41.92,60.36,64.76,63.99,63.49,56.15,57.53,58.61,70.35,55.8,57.0,56.57,74.17,68.89,41.47,60.36,31.88,26.29,13.33,13.28,9.7,5.59
000913.SZ,钱江摩托,摩托车,7.42,5.25,20.59,8.29,10.02,12.53,14.63,6.47,10.25,9.86,17.91,12.32,10.28,6.89,4.43,4.77,2.07,4.29,3.97,3.6,2.65,2.76,3.15,6.57,6.52,4.95,7.87,11.71,14.49,13.49
603997.SH,继峰股份,汽车配件,7.39,8.66,11.34,6.54,5.19,3.39,5.3,5.94,6.57,7.39,27.77,49.47,63.14,71.49,69.34,68.15,64.2,70.03,74.06,80.42,84.63,78.64,71.99,83.28,88.42,88.55,88.37,90.81,89.59,87.04
000877.SZ,天山股份,水泥,7.37,22.44,17.89,27.5,34.15,25.76,22.66,20.67,19.87,27.08,20.8,36.99,50.32,54.29,47.01,50.4,56.41,58.29,54.32,61.34,67.33,29.39,23.74,27.5,20.06,24.35,40.46,48.01,62.27,62.08
002788.SZ,鹭燕医药,医药商业,7.34,14.63,23.85,20.99,25.76,29.28,17.22,24.06,23.45,25.46,21.81,21.86,24.46,25.54,20.77,23.93,31.37,29.44,28.17,33.84,47.06,30.39,33.81,34.29,43.11,40.2,45.65,46.26,44.54,42.4
601388.SH,怡球资源,铝,7.31,10.1,11.1,21.3,21.01,24.01,39.16,49.44,40.81,63.91,73.32,80.52,82.8,83.89,80.29,78.7,81.48,85.74,86.72,84.21,90.14,85.69,86.35,78.78,70.46,76.21,56.2,67.57,70.43,55.64
002579.SZ,中京电子,元器件,7.29,4.53,4.08,5.01,4.85,3.42,5.99,9.51,8.98,76.1,69.74,58.45,55.48,61.9,70.51,71.49,70.4,73.9,75.65,89.37,83.47,87.94,85.29,83.97,78.93,80.13,83.15,76.87,77.21,78.7
300521.SZ,爱司凯,专用机械,7.26,2.7,2.15,3.71,3.42,2.07,2.33,4.64,3.68,1.96,2.04,2.09,1.62,2.28,1.88,4.37,4.56,3.97,8.19,10.47,20.8,54.27,63.46,72.07,68.44,70.11,68.07,59.59,69.95,76.71
603520.SH,司太立,化学制药,7.23,8.72,7.68,4.03,1.51,1.85,0.74,0.72,0.74,0.82,0.87,1.46,0.77,0.53,0.61,0.77,1.14,1.06,1.64,1.22,1.67,1.09,1.03,1.17,2.23,1.56,1.72,1.25,3.55,2.78
002343.SZ,慈文传媒,影视音像,7.21,8.4,9.67,7.37,8.9,6.89,6.86,5.96,5.62,6.86,6.76,16.14,17.7,19.95,25.81,30.76,46.13,39.53,38.9,33.28,36.51,31.61,25.86,29.17,28.78,29.57,28.14,24.93,30.76,27.21
603879.SH,永悦科技,化工原料,7.18,8.37,8.4,15.74,14.79,3.97,11.92,27.98,22.15,49.87,8.37,46.53,23.32,18.65,10.89,4.88,6.57,6.49,2.52,49.74,71.12,71.83,70.14,58.8,55.75,58.35,46.1,38.84,32.38,52.15
688039.SH,当虹科技,软件服务,7.15,7.42,11.74,51.27,28.46,35.19,40.46,13.7,16.64,13.94,42.13,50.87,65.16,69.24,68.76,81.9,84.58,84.87,58.16,63.75,64.63,63.25,72.13,81.53,83.76,93.96,93.46,92.77,90.67,92.53
002697.SZ,红旗连锁,超市连锁,7.13,7.76,7.87,7.47,9.91,7.84,8.03,6.28,5.43,5.59,5.35,7.21,8.77,10.7,14.12,19.1,14.89,14.36,15.26,18.28,30.76,19.45,17.7,23.16,19.1,17.3,17.06,22.13,30.6,35.74
002875.SZ,安奈儿,服饰,7.1,8.27,33.65,40.7,46.98,51.09,76.34,72.28,66.16,78.83,52.46,23.32,16.88,11.84,11.0,28.22,22.34,12.59,16.67,9.96,26.55,14.2,5.83,5.38,7.42,4.9,3.02,2.94,2.68,2.28
300697.SZ,电工合金,铜,7.07,6.97,8.59,20.4,51.3,53.84,36.2,66.4,46.24,55.38,67.49,70.01,67.3,80.52,76.18,81.0,83.02,82.96,89.03,95.71,91.63,92.05,86.94,84.9,63.25,64.65,52.6,57.23,64.47,67.67
002351.SZ,漫步者,IT设备,7.05,8.35,10.17,9.41,9.59,8.53,52.78,52.25,56.07,54.45,64.41,57.84,45.28,61.1,61.5,47.83,49.42,43.77,42.9,54.24,56.62,51.85,47.19,50.77,44.17,44.14,19.37,20.14,25.12,35.0
603555.SH,ST贵人,服饰,7.02,6.15,5.51,14.63,27.87,26.58,49.26,78.72,77.87,79.36,90.78,91.39,92.42,94.65,92.34,53.05,87.28,82.86,89.69,95.73,97.69,96.82,97.32,95.5,92.05,91.2,81.88,60.07,59.67,71.94
300251.SZ,光线传媒,影视音像,7.0,7.84,6.28,4.11,4.5,2.65,2.41,2.28,10.7,11.84,6.39,6.2,8.45,15.47,13.99,12.45,12.98,16.48,15.5,14.52,10.63,7.76,9.19,15.34,10.84,9.51,10.86,17.28,6.47,6.7
002742.SZ,三圣股份,其他建材,6.97,10.97,12.9,49.36,89.59,84.71,85.4,89.27,82.59,88.82,87.68,82.91,79.7,82.09,80.31,81.21,80.07,78.99,87.12,85.32,88.26,77.0,81.85,74.11,61.95,75.54,81.85,68.84,74.99,62.29
002340.SZ,格林美,小金属,6.94,5.72,8.29,16.22,52.28,75.91,81.51,90.12,93.0,95.73,93.48,94.54,93.85,93.91,93.19,92.69,93.3,95.2,94.36,93.56,94.38,94.41,92.93,88.5,84.39,80.26,79.17,71.67,51.43,43.75
002647.SZ,仁东控股,多元金融,6.92,8.21,18.95,25.36,25.52,29.99,28.78,27.4,27.32,35.85,22.63,4.69,1.67,2.94,1.25,4.21,3.05,2.91,3.05,3.9,2.15,3.29,2.78,2.7,2.15,2.17,1.64,1.96,1.46,1.78
601168.SH,西部矿业,铜,6.89,8.16,9.35,12.32,13.67,18.1,16.91,61.82,61.13,74.32,73.05,83.49,89.14,94.78,92.63,92.71,93.83,93.46,94.78,96.26,95.52,94.12,93.27,94.36,90.22,92.47,89.45,85.16,82.46,74.96
300042.SZ,朗科科技,IT设备,6.86,5.96,8.16,25.3,17.01,18.68,47.64,22.52,50.48,29.36,15.32,7.55,22.44,37.73,52.84,48.91,54.88,50.05,45.95,64.2,85.27,84.76,81.05,79.76,73.11,74.27,74.7,77.16,69.55,77.11
600298.SH,安琪酵母,食品,6.84,10.15,9.72,8.88,7.68,8.61,7.47,9.78,7.26,30.29,45.65,32.72,42.26,39.45,38.92,43.85,38.39,25.44,20.43,21.81,13.59,9.54,12.06,21.54,30.39,29.25,48.73,31.61,46.9,22.55
002114.SZ,罗平锌电,铅锌,6.81,5.11,5.72,10.07,18.1,25.65,19.21,26.95,45.84,54.19,60.57,67.01,78.91,82.41,82.33,81.88,84.53,84.9,90.09,92.42,92.77,90.59,91.15,87.73,83.92,88.0,83.84,87.39,81.98,77.4
002648.SZ,卫星石化,化工原料,6.78,3.95,88.37,82.75,64.84,68.52,66.85,68.2,76.95,74.7,82.22,77.34,77.61,78.56,71.04,76.36,79.41,57.87,63.83,66.27,42.74,67.2,39.77,70.08,78.43,81.9,87.1,83.41,82.62,80.87
603567.SH,珍宝岛,中成药,6.76,7.66,8.11,8.13,3.58,5.43,6.76,6.36,4.29,1.83,7.42,15.98,13.06,35.35,36.72,34.61,54.56,56.89,56.57,64.84,77.82,65.69,63.28,72.47,81.96,68.89,69.1,70.88,75.52,77.42
600292.SH,远达环保,环境保护,6.73,5.48,12.59,16.3,22.1,37.1,31.72,41.04,10.6,41.84,51.83,80.15,71.49,74.72,65.5,39.96,48.73,20.77,20.01,18.26,17.38,23.21,22.28,27.66,13.12,12.88,9.54,8.32,11.42,3.02
300763.SZ,锦浪科技,电气设备,6.7,26.79,24.17,18.23,28.8,68.12,64.47,5.22,4.93,2.38,7.84,12.85,5.83,1.88,3.05,5.64,52.81,50.98,60.97,4.37,98.57,98.81,99.26,99.13,97.56,96.08,96.32,98.65,98.81,98.36
300715.SZ,凯伦股份,其他建材,6.68,7.26,5.54,6.78,18.84,30.92,18.36,20.38,28.99,50.45,64.28,66.8,80.18,72.28,67.17,62.0,42.24,65.32,54.93,57.58,68.68,58.03,64.94,69.16,74.8,67.86,69.18,57.71,63.38,47.16
000786.SZ,北新建材,其他建材,6.65,3.97,3.02,1.83,2.65,2.89,4.21,6.41,5.56,7.23,8.24,10.25,7.07,11.34,18.49,23.58,32.83,27.66,22.1,9.38,13.49,8.29,9.64,21.12,52.04,41.79,31.88,18.12,24.54,17.06
600865.SH,百大集团,百货,6.62,10.47,10.89,18.47,21.67,15.18,22.1,26.26,24.67,18.87,17.01,53.15,42.24,59.54,65.16,65.92,57.37,57.6,73.26,62.88,66.4,59.96,60.36,59.3,65.5,63.83,64.79,65.29,65.34,61.42
603658.SH,安图生物,医疗保健,6.6,10.78,9.27,12.98,16.14,25.38,24.7,19.26,19.5,40.46,53.29,41.63,18.79,25.81,17.89,7.13,3.68,4.53,4.98,2.6,4.66,4.69,8.37,7.26,35.85,25.33,27.87,24.35,29.07,26.52
600362.SH,江西铜业,铜,6.57,6.76,7.47,25.65,28.48,40.96,28.27,59.43,49.97,64.97,64.02,79.44,81.43,83.49,72.15,70.32,81.05,79.04,86.78,91.23,89.75,87.78,85.35,82.22,66.85,70.24,65.24,60.57,54.95,54.19
600540.SH,新赛股份,种植业,6.54,4.24,3.31,4.95,12.11,9.06,14.07,16.98,13.83,51.01,55.91,67.86,60.47,60.25,47.54,44.01,55.91,64.12,67.46,81.64,76.63,77.03,76.55,76.44,73.03,70.35,73.45,70.22,71.28,70.72
603801.SH,志邦家居,家居用品,6.52,9.09,5.94,7.23,8.69,10.84,8.64,7.42,7.02,5.72,5.78,2.73,5.06,6.01,5.99,2.44,1.7,2.65,3.5,6.12,8.35,4.11,6.44,2.84,4.48,1.8,2.86,1.46,4.43,2.41
601155.SH,新城控股,区域地产,6.49,13.54,9.78,7.71,12.06,11.05,11.71,12.35,8.06,5.96,3.37,6.54,5.86,9.01,4.95,5.22,5.43,4.98,4.53,3.68,3.66,1.56,1.99,3.6,2.31,2.07,3.18,3.29,8.85,13.2
600331.SH,宏达股份,铅锌,6.47,4.13,3.1,6.39,19.87,50.85,41.57,71.62,77.21,78.14,66.53,77.58,82.83,84.63,92.9,96.26,94.2,97.03,98.65,99.55,99.23,99.47,99.36,98.6,97.3,96.79,95.87,91.87,91.04,92.29
000568.SZ,泸州老窖,白酒,6.44,6.6,3.97,2.68,3.02,6.36,4.74,2.94,5.01,6.31,12.27,19.34,27.77,38.42,44.36,47.38,21.44,21.33,9.57,9.3,8.43,3.9,2.2,4.29,5.38,2.91,3.21,5.01,2.62,9.17
300573.SZ,兴齐眼药,化学制药,6.41,7.31,3.74,1.91,1.22,1.25,0.98,1.03,0.93,0.9,1.17,1.17,0.95,0.95,0.58,0.64,0.66,0.61,0.42,0.34,0.85,1.59,2.76,2.31,6.68,4.16,4.45,3.1,5.75,5.41
600872.SH,中炬高新,食品,6.39,17.2,15.95,13.17,8.98,14.71,8.59,8.72,13.96,16.03,10.97,13.78,9.25,13.28,16.67,11.53,4.48,12.4,23.37,18.87,11.61,4.48,5.91,13.33,23.98,15.21,19.61,12.88,23.26,44.09
601595.SH,上海电影,影视音像,6.36,8.96,9.59,5.91,5.48,3.26,3.18,4.43,6.25,10.1,7.66,8.93,9.33,9.57,7.18,5.99,6.89,9.54,10.02,14.33,14.73,12.61,18.68,21.44,15.98,13.83,15.87,7.15,8.82,7.76
002705.SZ,新宝股份,家用电器,6.33,4.66,4.35,3.42,5.33,2.6,4.95,2.12,1.8,2.7,3.68,4.05,2.91,2.97,2.91,1.72,2.09,2.28,4.08,4.4,3.87,6.17,7.5,6.86,6.62,5.96,3.87,6.36,23.42,17.49
600480.SH,凌云股份,汽车配件,6.31,6.62,7.07,3.82,19.26,6.39,47.69,62.11,75.62,68.81,71.7,81.13,77.27,65.98,79.23,83.73,81.51,78.96,78.51,84.37,86.22,75.7,79.68,83.86,84.34,84.18,82.43,81.05,50.77,62.19
002004.SZ,华邦健康,化学制药,6.28,12.56,6.84,12.24,17.86,14.15,7.29,12.59,8.27,18.07,29.49,24.96,25.99,43.56,48.57,43.11,45.07,22.6,14.31,16.35,21.07,14.12,20.22,18.6,24.14,21.2,25.6,20.3,27.66,24.67
002015.SZ,协鑫能科,新型电力,6.25,8.06,15.69,15.37,62.03,65.26,65.45,68.63,62.75,68.71,52.91,36.78,46.24,34.02,33.65,64.81,59.83,48.94,40.43,51.46,34.82,32.62,51.78,51.64,12.59,23.87,27.08,28.46,60.15,77.03
601899.SH,紫金矿业,黄金,6.23,8.61,12.77,19.5,13.04,11.79,8.72,17.3,23.21,25.7,35.67,54.66,61.08,63.25,53.47,55.25,61.21,54.56,65.34,83.25,78.88,70.99,67.46,73.16,65.9,68.39,69.4,69.58,66.06,67.75
002557.SZ,洽洽食品,食品,6.2,15.05,8.8,4.0,3.31,3.15,3.23,4.27,5.3,21.49,44.14,12.67,5.41,8.82,10.6,7.39,6.47,5.33,9.06,9.17,17.04,5.35,10.02,23.37,43.27,44.75,52.62,42.05,71.81,77.13
600616.SH,金枫酒业,红黄酒,6.17,10.12,7.15,3.21,1.85,3.5,6.17,7.84,8.03,4.93,14.12,12.48,13.57,49.66,75.97,82.96,78.54,70.08,48.22,41.71,49.84,32.8,35.93,47.01,33.44,28.78,28.03,39.9,44.36,54.0
603378.SH,亚士创能,染料涂料,6.15,4.35,4.9,4.9,5.99,5.62,8.9,5.09,12.85,8.06,11.29,23.4,0.32,0.21,0.21,0.21,0.21,0.13,0.11,0.13,0.24,0.19,0.13,0.13,0.08,0.08,0.0,0.05,0.05,0.13
603920.SH,世运电路,元器件,6.12,3.55,3.79,2.91,2.41,2.2,2.6,2.54,2.12,1.56,1.09,39.08,35.03,32.3,50.24,12.32,6.62,14.12,15.85,49.15,69.71,78.54,70.83,79.49,72.36,73.21,61.16,63.51,67.51,72.34
000157.SZ,中联重科,工程机械,6.09,6.07,5.88,5.11,6.33,3.92,3.97,7.02,5.06,6.33,4.48,9.62,6.92,9.14,7.63,6.25,11.0,8.37,9.72,6.6,6.92,6.97,11.82,45.39,40.28,60.57,64.97,55.72,77.98,77.77
600966.SH,博汇纸业,造纸,6.07,7.15,4.4,2.15,2.76,3.07,2.38,3.79,4.66,3.79,2.94,4.0,19.71,19.26,13.04,5.03,5.75,3.13,2.31,2.44,5.06,3.23,5.72,23.93,15.63,15.02,20.06,15.71,18.81,19.82
000638.SZ,*ST万方,软件服务,6.04,3.52,7.84,17.99,11.45,19.24,6.62,56.47,5.83,11.61,23.11,42.42,65.9,53.1,47.62,39.56,13.91,25.91,26.36,36.49,23.95,34.58,9.35,5.14,6.6,5.75,4.37,4.53,8.98,16.56
600720.SH,祁连山,水泥,6.01,10.39,7.63,10.55,11.37,9.11,9.33,10.52,11.61,12.64,9.27,26.6,23.26,31.56,30.63,36.83,45.52,41.52,43.69,39.3,42.55,24.22,26.68,49.79,42.55,38.42,49.26,46.9,54.58,61.02
000820.SZ,*ST节能,环境保护,5.99,5.38,5.59,23.29,21.97,58.03,61.1,23.74,3.34,2.68,0.9,1.14,2.25,11.05,50.85,48.36,75.52,72.55,75.12,77.48,83.6,74.91,72.95,72.31,71.12,41.04,65.26,63.88,77.9,76.92
002607.SZ,中公教育,文教休闲,5.96,5.59,2.52,1.22,1.11,1.17,0.69,0.87,0.58,0.56,0.5,0.5,0.45,1.27,0.98,1.01,0.74,0.85,0.56,0.42,0.45,0.45,0.66,0.42,0.45,0.32,0.26,0.32,0.69,0.85
000722.SZ,湖南发展,水力发电,5.94,6.73,8.48,11.84,15.74,19.05,14.47,28.78,31.48,47.06,33.17,35.32,44.54,28.72,23.74,29.12,22.84,15.63,14.41,18.79,20.14,20.01,35.08,30.58,17.97,25.17,26.13,27.29,29.68,20.14
603268.SH,松发股份,陶瓷,5.91,4.61,6.6,6.92,5.94,12.67,16.75,25.41,47.03,44.86,41.44,39.98,28.09,45.28,53.31,57.02,56.12,60.47,63.57,61.87,83.2,88.84,83.94,85.35,89.11,81.51,82.01,76.84,71.33,73.66
002327.SZ,富安娜,纺织,5.88,5.56,6.31,5.75,5.86,27.74,40.86,38.58,52.15,38.29,57.07,67.3,66.43,61.23,61.08,61.1,49.47,46.34,49.84,46.32,54.29,48.2,38.58,43.08,44.99,39.56,41.57,42.85,35.14,39.32
600585.SH,海螺水泥,水泥,5.86,6.89,4.95,4.32,4.77,3.23,2.99,2.78,2.2,2.33,1.7,7.42,10.41,21.7,21.07,17.67,26.02,21.52,15.98,14.12,20.27,11.74,16.24,45.15,42.93,45.95,58.98,57.05,72.44,72.92
002235.SZ,安妮股份,互联网,5.83,5.78,7.21,6.17,9.78,2.94,2.17,4.05,6.04,5.7,9.35,14.76,14.97,15.58,17.41,16.03,23.56,29.09,39.03,33.76,21.41,36.51,29.33,24.3,31.08,41.63,36.3,30.29,22.92,26.1
002354.SZ,天神娱乐,互联网,5.8,17.12,20.32,43.53,26.87,29.65,21.04,33.7,61.63,65.5,55.88,55.78,54.05,66.14,58.74,70.8,71.49,61.63,68.71,61.98,72.76,56.73,46.85,25.54,17.83,9.83,9.49,12.03,4.74,4.05
603987.SH,康德莱,医疗保健,5.78,10.49,8.72,7.0,3.68,6.81,3.13,2.31,4.0,6.54,45.68,51.06,51.43,30.21,40.62,38.95,17.09,6.52,3.76,2.38,2.09,4.32,10.86,8.35,48.07,22.31,45.89,36.96,41.63,46.21
600305.SH,恒顺醋业,食品,5.75,14.47,25.57,18.79,23.34,27.64,23.13,21.17,13.33,24.27,10.84,8.13,4.35,7.26,6.17,6.39,6.25,4.82,5.38,7.21,11.98,4.8,5.01,8.21,13.28,11.9,16.88,15.85,30.68,31.43
300199.SZ,翰宇药业,化学制药,5.72,17.38,27.87,27.08,26.66,26.34,16.53,11.92,19.45,12.4,54.45,41.92,54.85,25.78,32.46,57.34,55.41,70.67,66.06,61.05,55.11,31.51,32.46,42.16,62.22,63.51,77.69,75.91,77.95,84.21
002893.SZ,华通热力,供气供热,5.7,2.78,2.76,4.4,13.54,8.77,11.34,17.25,5.88,9.72,50.11,28.88,23.0,6.28,3.66,4.08,5.86,5.03,4.88,10.28,7.98,17.62,29.49,31.74,15.05,20.16,19.77,23.4,24.32,14.02
002695.SZ,煌上煌,食品,5.67,10.7,7.42,9.06,5.88,4.35,4.93,5.01,4.88,5.03,5.48,5.41,8.59,8.69,8.48,16.77,19.08,14.73,18.49,19.55,18.12,8.4,15.82,16.19,22.2,15.45,19.82,22.84,31.72,54.64
300392.SZ,腾信股份,互联网,5.64,5.19,8.88,11.34,12.85,12.8,11.66,10.39,21.54,29.17,45.15,31.9,27.34,25.3,34.87,33.09,47.67,41.71,35.14,49.76,44.86,54.69,50.29,48.86,48.65,41.97,35.93,34.45,31.77,41.49
603477.SH,巨星农牧,纺织,5.62,6.17,5.17,3.84,4.37,3.84,3.1,4.77,4.56,3.97,7.02,7.76,6.94,4.66,12.48,8.66,10.02,10.73,22.23,39.16,13.22,9.25,12.96,27.82,23.69,20.64,23.85,36.59,66.03,83.65
600076.SH,康欣新材,其他建材,5.59,4.5,4.0,3.07,8.37,3.71,13.51,16.43,19.05,56.07,61.58,64.65,58.88,34.9,27.58,15.0,27.66,24.64,32.72,27.03,24.38,34.21,26.74,30.21,16.35,25.65,13.01,14.49,16.35,8.66
603059.SH,倍加洁,家居用品,5.56,1.67,4.27,11.05,10.76,22.02,29.99,17.75,14.86,41.92,28.06,9.09,20.14,14.94,16.91,21.97,31.29,39.9,25.68,22.02,19.98,26.76,21.3,26.15,17.65,17.14,13.94,21.12,16.53,12.72
000807.SZ,云铝股份,铝,5.54,3.58,4.43,14.18,13.62,18.02,12.08,39.35,9.19,32.56,64.23,75.46,89.43,92.55,89.08,86.01,88.0,84.23,88.66,84.61,85.32,86.96,91.02,87.33,77.9,75.57,71.36,64.2,68.71,58.35
002582.SZ,好想你,食品,5.51,4.95,9.62,15.16,10.25,8.11,8.8,21.89,13.41,9.88,9.04,9.35,6.2,14.71,16.16,16.64,15.34,22.55,43.53,46.5,55.64,48.12,43.35,42.47,39.85,44.09,45.55,26.63,33.7,42.05
000928.SZ,中钢国际,建筑工程,5.48,4.8,6.81,23.71,38.74,29.09,59.19,44.49,25.04,76.15,87.25,91.36,86.41,74.3,78.06,72.63,77.42,64.89,77.82,63.83,39.4,49.31,53.6,45.84,27.19,33.62,16.72,25.62,23.34,5.03
002164.SZ,宁波东力,电气设备,5.46,3.5,3.87,5.17,6.07,5.06,4.69,6.52,3.9,4.16,5.3,1.93,2.09,1.72,1.72,2.07,2.6,2.31,4.69,11.42,13.41,17.83,38.1,32.33,35.74,44.57,44.06,41.41,39.61,39.9
300601.SZ,康泰生物,生物制药,5.43,7.05,13.01,12.35,8.74,5.8,6.47,5.48,6.84,50.64,55.48,70.51,69.34,77.45,69.69,76.63,41.04,14.6,6.49,10.49,14.07,17.38,15.9,12.88,30.13,31.98,79.2,67.04,37.31,21.78
002572.SZ,索菲亚,家居用品,5.41,7.29,5.27,5.43,7.76,6.15,9.3,13.57,16.4,14.76,9.96,9.91,11.76,12.16,8.88,6.78,6.94,3.87,3.79,5.06,5.64,5.17,5.67,4.77,7.13,5.88,18.36,14.44,30.13,23.74
002605.SZ,姚记科技,互联网,5.38,9.33,15.87,7.21,12.14,9.33,11.45,9.25,13.75,20.99,9.19,11.92,22.89,13.2,14.92,15.74,11.5,11.31,9.54,6.07,5.03,4.82,5.3,8.37,6.25,4.66,4.72,4.13,4.53,3.63
002481.SZ,双塔食品,食品,5.35,4.93,5.06,4.05,5.27,8.21,7.92,8.77,7.21,17.65,21.83,32.19,40.06,70.96,78.48,70.16,63.65,65.92,69.71,59.11,53.18,49.42,60.1,65.16,62.27,44.97,47.03,40.65,49.42,45.31
600466.SH,蓝光发展,区域地产,5.33,8.0,3.82,3.05,7.66,3.44,3.63,3.71,2.99,4.74,3.21,4.29,6.97,5.67,6.47,8.9,9.57,9.8,9.09,8.82,7.74,3.66,9.46,15.77,4.88,6.09,7.55,8.24,15.34,16.14
000603.SZ,盛达资源,铅锌,5.3,9.88,9.49,17.78,21.89,30.21,25.28,44.75,21.86,25.62,21.17,34.58,37.36,33.02,37.63,40.14,61.05,62.96,66.22,70.06,62.53,62.8,69.58,60.86,44.62,36.99,33.15,39.32,42.5,40.36
002173.SZ,创新医疗,医疗保健,5.27,10.94,8.93,17.17,31.66,51.7,47.19,66.83,61.45,40.36,55.51,57.47,61.87,64.15,77.05,77.72,80.23,83.49,79.44,69.16,77.5,69.55,68.55,65.37,67.62,60.15,57.92,41.57,52.91,56.6
600661.SH,昂立教育,文教休闲,5.25,6.65,5.09,5.06,7.15,5.72,4.0,3.29,3.15,2.65,3.15,3.39,3.1,3.79,3.92,5.09,8.9,8.27,3.1,1.48,2.49,1.78,1.67,1.72,1.19,1.75,1.75,2.2,2.33,4.03
600793.SH,宜宾纸业,造纸,5.22,4.03,4.37,6.47,6.41,3.79,3.5,5.3,9.14,47.11,49.31,48.83,40.14,34.31,30.52,36.62,53.44,41.89,27.4,31.27,24.03,35.06,35.48,28.64,25.99,31.48,19.34,26.02,25.57,11.84
002291.SZ,星期六,服饰,5.19,8.19,4.82,5.94,8.24,46.26,59.09,67.94,43.24,48.94,76.13,73.5,67.91,70.11,62.35,57.58,69.02,59.83,30.23,47.77,34.02,35.74,55.91,55.86,56.94,23.53,18.23,29.12,49.28,40.46
000584.SZ,哈工智能,专用机械,5.17,4.72,7.9,11.79,8.21,8.82,7.74,7.55,18.28,18.26,34.31,21.7,16.38,11.02,14.36,20.75,18.47,16.53,17.65,22.55,23.98,34.0,17.12,36.57,50.03,50.85,59.64,66.06,54.85,57.76
