,NAME,INDUSTRY,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-22,2021-09-23,2021-09-24,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-08,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-08
603324.SH,盛剑环境,环境保护,31.03,21.26,26.67,32.03,35.23,30.14,56.86,59.43,65.35,53.36,33.13,58.26,63.49,79.19,52.47,66.33,89.01,94.8,97.64,99.16,99.44,99.11,99.46,99.53,98.37,98.88,99.25,99.18,99.16,98.62,98.76,98.46,99.0,99.25,99.37,99.6,99.67,99.37,98.81,98.44,97.18,99.28,98.93,98.44,98.83,97.83,97.92,97.43,97.01,99.11,98.67,97.48,94.35,79.7,44.0,13.6,9.36,17.99,11.39,2.75,7.7,2.1,2.19,1.24,1.31,5.3,8.07,5.27,8.05,1.31,2.52,5.3,14.0,33.95,74.57,65.73,34.88,48.32,48.02,45.15,7.54,15.52,22.0,65.31,72.24,24.41,4.25,3.5,10.78,58.28,70.21,69.69,56.77,40.27,30.49,54.46,69.88,63.67,68.11,78.81
002521.SZ,齐峰新材,造纸,31.01,26.48,12.6,20.09,17.27,31.01,12.55,10.48,15.03,8.89,12.81,12.13,15.8,21.91,20.28,19.69,26.36,31.68,22.56,25.29,36.63,50.91,64.35,61.9,67.94,65.75,61.83,65.4,57.19,64.68,56.28,46.94,37.33,46.69,43.56,43.28,34.48,29.05,29.79,26.5,27.02,23.24,25.08,22.87,24.34,30.52,26.64,26.32,43.07,45.45,53.01,51.0,51.38,51.42,56.88,58.91,62.44,67.43,67.83,68.06,68.97,67.15,61.06,65.31,64.47,62.53,68.01,66.71,69.62,70.11,62.97,71.47,88.64,83.57,74.06,84.39,72.28,67.52,83.39,86.65,86.65,59.33,42.77,29.3,30.87,29.44,22.91,25.85,16.45,13.63,16.68,11.34,3.87,5.09,8.07,4.22,5.65,7.26,3.94,2.31
002087.SZ,新野纺织,纺织,30.98,43.19,41.74,49.39,50.96,50.28,45.99,43.84,41.11,40.92,44.14,35.88,39.48,32.9,31.59,37.89,39.48,40.34,36.7,37.84,48.23,34.83,41.74,38.31,41.34,39.87,37.26,37.82,40.46,39.66,42.37,46.48,55.09,58.82,47.71,45.64,44.63,44.33,48.16,47.11,47.6,48.16,42.91,41.11,43.77,43.72,46.5,60.34,57.79,57.54,51.66,41.41,25.59,33.97,42.32,47.81,49.51,50.65,52.82,52.01,54.88,54.92,58.05,61.55,58.26,56.81,64.58,48.18,52.71,58.49,57.4,63.3,67.94,65.47,64.77,64.54,76.34,70.6,78.18,78.74,80.05,75.92,77.06,86.26,83.18,77.65,64.42,71.86,67.13,64.4,61.67,61.53,57.89,63.39,62.3,56.58,43.0,51.07,39.1,39.99
600690.SH,海尔智家,家用电器,30.96,26.27,13.02,15.03,15.75,8.56,5.32,5.93,7.84,5.83,6.23,6.49,7.28,8.49,11.71,9.29,6.02,8.12,8.96,9.94,15.77,17.41,54.71,45.89,59.43,59.92,76.01,70.53,68.01,61.69,51.82,54.53,42.91,54.04,20.53,50.93,65.28,74.24,68.78,74.69,67.92,73.12,59.52,58.94,52.87,58.59,60.27,61.48,46.87,57.23,53.59,42.37,64.23,53.92,61.32,51.42,35.6,40.04,71.09,54.99,58.54,57.51,46.57,39.45,39.06,45.01,28.51,26.04,23.87,27.11,48.18,44.0,29.79,27.65,46.9,50.37,72.59,48.62,25.13,34.67,39.69,33.57,28.35,51.05,49.67,42.91,51.68,64.61,89.48,83.25,70.49,76.55,88.99,90.41,86.28,75.01,63.42,65.19,60.59,50.93
603922.SH,金鸿顺,汽车配件,30.94,33.97,55.6,53.5,42.46,41.16,43.75,43.23,55.9,56.67,46.15,49.81,48.48,53.48,63.35,60.99,63.07,55.18,39.43,42.77,40.6,42.44,35.56,38.17,36.91,46.59,55.16,59.96,58.28,50.19,58.31,58.82,79.65,88.31,78.65,73.78,72.87,73.64,83.06,90.5,89.43,91.72,91.34,90.25,92.21,93.49,86.28,87.8,89.24,91.51,90.92,91.67,84.37,68.01,64.54,79.23,78.65,82.36,55.04,28.91,27.53,45.96,34.41,25.13,28.51,14.44,30.66,29.61,26.74,18.99,28.56,48.32,44.82,51.91,60.29,85.7,71.28,36.75,79.05,95.52,97.81,98.09,98.74,99.23,99.37,99.44,99.37,99.53,99.81,99.86,99.91,99.93,81.89,75.57,64.68,96.66,97.5,99.02,96.36,92.46
600066.SH,宇通客车,汽车整车,30.91,17.62,12.76,13.44,11.71,15.12,30.66,26.22,31.43,20.58,20.95,24.8,29.33,29.28,38.54,41.48,25.55,41.41,43.72,44.87,35.14,30.07,37.14,30.94,28.02,25.17,32.29,36.84,27.32,34.16,31.75,23.66,33.46,53.8,38.68,26.74,33.92,19.53,15.61,16.24,16.38,19.46,23.15,40.32,52.5,50.3,49.6,50.79,52.59,40.67,36.12,45.4,69.3,40.97,48.83,72.24,62.53,60.41,70.65,73.99,70.95,68.32,59.94,36.84,32.69,33.04,27.48,21.98,20.39,27.41,33.71,43.42,15.59,23.94,34.27,28.07,36.14,31.24,23.54,25.36,37.12,39.92,42.14,63.81,55.13,60.36,78.39,76.53,81.99,81.29,82.76,81.59,82.36,75.31,59.73,53.17,47.9,60.29,64.65,59.5
000967.SZ,盈峰环境,环境保护,30.89,23.08,27.6,38.38,34.72,19.74,8.7,5.69,5.02,7.23,7.23,5.44,6.09,8.31,8.59,9.71,6.35,5.83,4.97,5.16,5.37,3.92,4.27,3.57,4.15,7.84,21.28,22.28,40.97,30.26,30.35,44.54,41.32,35.6,31.29,24.69,28.72,34.55,31.78,44.05,37.0,41.74,31.08,31.29,29.28,34.23,30.42,44.56,40.67,32.01,36.96,19.02,20.02,17.55,21.05,22.75,27.93,41.67,57.3,44.03,48.88,44.59,44.87,48.25,56.58,56.86,60.55,42.35,44.26,48.79,46.5,60.17,75.59,83.71,83.97,86.37,92.7,86.14,76.5,77.02,79.54,81.68,89.92,86.42,77.9,69.95,64.19,71.58,74.71,72.52,70.86,70.88,51.8,42.98,40.39,44.89,20.42,20.98,22.94,47.48
600104.SH,上汽集团,汽车整车,30.87,30.91,56.02,53.31,38.94,66.78,60.73,75.62,72.87,73.99,81.85,77.83,77.09,78.86,76.48,72.68,70.11,74.1,75.64,76.04,82.2,77.9,55.02,49.98,54.43,31.75,43.09,22.87,22.4,19.39,21.75,20.84,30.42,22.17,22.14,16.01,19.23,15.77,14.77,16.94,13.42,11.43,11.41,18.9,31.36,18.25,15.7,18.34,20.07,21.37,12.53,12.04,10.01,12.79,17.45,43.26,49.67,51.49,55.72,52.08,41.37,53.5,70.39,67.36,58.59,69.6,63.56,67.1,62.16,62.97,70.46,71.82,69.27,73.4,81.8,71.54,63.91,57.16,54.55,57.16,70.67,77.04,66.96,78.98,79.0,74.92,80.28,81.87,85.74,83.41,81.03,82.06,79.65,82.06,69.2,75.92,72.42,79.28,91.02,90.53
000059.SZ,华锦股份,石油加工,30.84,59.03,54.5,28.91,33.71,37.61,17.83,27.46,32.48,29.14,38.15,25.62,75.43,74.52,54.25,60.2,78.35,75.78,77.16,49.23,62.65,35.14,54.27,63.21,29.42,23.1,39.52,25.78,18.85,22.82,18.62,26.29,5.39,6.74,10.62,7.93,9.15,4.25,3.97,5.39,5.48,11.34,4.27,3.8,23.68,43.96,49.95,53.27,69.25,64.86,72.26,63.72,72.8,64.82,77.83,84.32,83.88,88.96,82.55,87.73,84.97,80.45,89.41,86.09,89.66,87.47,91.16,91.74,87.54,92.14,91.25,93.77,91.3,86.51,70.86,77.25,54.83,27.37,54.11,32.15,26.22,25.1,10.99,10.15,6.16,8.05,3.45,6.0,7.07,3.48,3.22,1.49,1.1,1.24,3.41,2.5,4.01,8.49,4.6,4.92
300103.SZ,达刚控股,环境保护,30.82,38.36,31.89,26.11,25.15,17.97,32.41,38.85,34.9,43.75,40.2,36.58,28.84,29.35,18.76,37.77,44.87,42.0,54.2,65.33,82.66,69.04,56.07,75.59,72.77,65.49,69.2,71.65,70.16,70.0,72.31,75.43,84.6,78.21,74.1,73.38,75.73,80.84,74.76,72.75,51.42,62.95,74.03,65.68,76.71,77.79,76.43,71.28,87.7,80.28,76.34,72.26,60.48,75.1,82.03,82.48,74.97,82.99,82.8,75.17,64.98,57.56,57.98,46.5,29.82,29.72,29.68,32.43,18.76,28.21,21.89,27.58,29.44,24.29,14.84,10.76,25.13,19.86,14.49,17.1,23.78,27.83,22.87,27.13,33.5,46.06,44.54,46.64,39.97,39.52,47.43,36.84,40.41,63.81,66.71,58.05,39.13,16.94,24.43,28.32
300187.SZ,永清环保,环境保护,30.8,24.08,32.59,26.46,14.35,15.45,19.34,20.77,43.47,68.46,63.58,62.41,79.72,79.93,73.47,76.2,77.9,81.87,83.6,82.5,88.17,77.3,85.42,84.79,84.97,82.57,79.63,76.32,71.4,44.77,47.13,62.27,46.62,40.97,57.16,47.46,49.53,46.97,34.32,27.04,18.04,26.34,10.76,12.74,18.5,27.83,49.18,50.05,46.97,40.55,41.97,22.66,34.81,51.07,51.21,52.38,61.95,92.44,97.97,97.67,97.04,96.1,95.38,96.01,96.27,92.72,94.07,91.51,87.77,87.49,91.51,92.32,95.4,93.09,88.36,91.09,88.61,32.27,5.06,3.2,11.15,10.27,10.76,10.83,7.26,19.67,10.1,17.1,19.37,32.38,35.53,22.61,6.56,11.69,20.63,11.69,11.13,14.23,12.04,73.17
000537.SZ,广宇发展,区域地产,30.77,23.82,24.36,29.33,26.64,26.13,24.01,24.69,23.59,25.64,28.09,22.47,26.04,30.82,34.44,27.74,23.8,36.56,40.55,48.76,46.48,43.86,16.64,13.04,18.11,20.25,21.05,19.23,16.38,14.14,15.61,13.91,13.32,16.75,8.89,9.01,8.54,7.21,5.74,7.21,9.12,11.29,21.33,29.86,24.8,28.6,31.78,32.29,46.94,44.52,52.92,52.38,51.84,42.23,62.79,57.58,54.43,59.1,77.34,66.24,62.2,81.89,92.88,96.45,98.41,99.23,99.51,99.74,99.84,99.91,99.95,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.95,99.95,99.91,99.84,99.79,99.46,98.9,98.95,92.91,77.37,91.86,60.24,73.64,72.56,62.76,43.19
002323.SZ,*ST雅博,建筑工程,30.75,50.21,70.91,82.76,69.53,70.67,63.65,53.92,40.83,41.67,38.19,69.58,85.3,92.14,94.89,91.48,89.43,80.52,66.54,64.82,65.28,74.22,67.1,58.84,66.75,68.41,76.62,78.35,77.46,79.0,78.44,73.59,55.02,30.59,19.72,34.72,34.09,42.91,52.54,49.58,43.89,20.81,20.35,31.85,33.34,25.59,14.02,21.16,24.41,24.27,57.49,51.56,69.69,82.76,88.66,92.77,95.54,94.73,95.19,96.17,96.2,93.98,91.62,90.15,91.88,95.71,96.31,97.32,95.59,94.33,94.4,95.54,90.62,91.6,93.37,83.5,85.39,90.34,94.73,94.26,97.06,98.02,98.95,99.25,98.11,95.68,92.74,91.69,95.47,96.5,93.98,86.91,93.58,89.29,80.63,83.36,70.11,63.07,67.36,63.86
002251.SZ,步步高,超市连锁,30.73,31.03,31.19,19.6,21.75,24.2,24.78,27.37,31.78,34.04,35.74,35.98,43.96,42.42,65.28,66.71,65.14,66.94,59.92,65.98,62.27,56.53,57.79,46.69,47.76,48.39,54.41,52.73,47.27,44.75,39.64,34.93,29.98,29.89,21.26,20.3,17.13,15.56,22.87,28.65,33.69,36.02,42.72,54.06,52.22,52.66,41.88,43.51,42.65,35.53,36.42,31.47,31.8,34.72,41.69,30.33,43.14,47.34,44.87,27.02,30.17,28.81,23.75,28.21,30.28,28.46,33.53,34.04,34.06,41.79,42.32,54.39,59.57,64.77,63.07,72.12,65.52,60.8,72.0,77.13,77.3,78.84,81.26,76.55,74.92,71.23,70.79,72.49,78.49,67.73,71.09,66.17,62.09,63.46,52.92,52.66,59.17,55.48,43.91,33.34
688317.SH,之江生物,生物制药,30.7,20.35,26.78,28.25,40.15,41.02,62.53,57.35,59.85,50.47,31.43,53.43,19.67,18.69,18.22,14.47,11.46,9.89,29.54,23.66,33.62,41.06,18.69,38.01,31.99,26.92,8.47,27.55,23.03,26.78,24.62,25.41,20.35,56.95,53.8,71.96,76.01,89.78,83.97,83.36,76.2,79.0,79.84,70.86,72.87,73.29,80.66,57.63,52.96,66.54,63.86,57.02,53.45,17.38,17.17,2.24,0.84,0.4,0.82,1.4,1.87,1.56,1.8,1.84,1.75,1.45,3.03,3.55,3.2,3.24,5.62,5.32,4.18,4.92,9.47,31.05,41.69,40.41,29.61,36.49,39.99,36.3,38.01,40.92,39.17,62.23,45.12,55.3,60.31,64.47,49.04,46.99,56.51,50.16,49.0,47.04,62.13,62.97,69.6,77.02
000628.SZ,高新发展,园区开发,30.68,35.21,27.79,29.72,31.8,33.34,34.76,31.94,33.2,36.21,37.75,34.69,37.07,34.55,39.85,40.29,38.59,41.53,45.61,46.29,44.24,34.11,35.51,39.01,43.35,47.36,36.35,46.97,42.3,36.21,41.51,40.18,42.56,40.69,35.53,32.78,27.2,30.52,37.84,41.72,42.81,44.33,42.84,50.4,35.91,26.39,31.45,36.26,41.6,43.89,39.06,37.24,44.47,59.43,64.68,67.13,66.68,61.46,62.25,55.67,60.92,65.56,75.87,67.92,74.9,83.76,79.35,74.78,67.27,64.47,66.71,69.62,61.18,53.76,59.45,57.42,57.19,69.79,61.9,62.32,59.19,55.23,47.25,49.11,45.61,36.96,42.09,46.45,58.98,47.25,40.85,50.84,51.4,53.83,38.05,46.06,45.64,32.34,33.88,39.15
300686.SZ,智动力,元器件,30.66,23.59,47.25,59.92,73.12,71.93,68.06,63.91,65.61,61.71,60.8,61.15,73.08,68.06,68.62,72.31,75.2,69.06,66.5,77.44,81.19,82.17,72.56,64.77,40.34,34.81,37.17,41.16,43.42,33.41,26.06,37.66,31.78,37.7,50.56,44.49,31.96,35.42,39.08,25.8,13.86,13.35,33.74,32.83,46.83,58.89,51.38,52.03,39.92,48.34,58.0,56.67,47.06,35.84,22.68,21.61,24.8,25.01,26.97,30.82,33.11,37.12,21.91,25.15,23.75,18.15,18.74,19.23,24.92,25.31,27.72,21.82,26.34,31.17,36.19,36.33,33.95,35.0,29.09,23.36,21.09,18.9,21.02,17.27,13.04,80.84,63.23,75.48,68.67,63.0,76.04,78.88,51.47,57.56,61.13,54.15,63.65,60.94,72.45,75.9
600315.SH,上海家化,日用化工,30.63,36.35,22.45,11.13,24.29,31.17,26.6,33.27,32.38,13.42,33.6,53.27,73.4,53.15,76.11,73.31,67.73,51.47,65.66,50.28,52.36,36.3,42.46,28.93,39.69,18.88,24.34,14.56,15.82,25.43,43.82,24.66,8.87,19.06,8.7,8.21,15.8,24.59,25.08,27.06,19.83,35.39,30.03,39.94,21.26,42.88,41.02,43.19,40.95,63.65,9.85,26.48,39.41,11.18,20.07,28.79,15.59,18.99,20.6,20.51,17.34,13.74,17.2,12.97,19.67,12.53,11.83,8.35,9.22,6.56,18.43,10.59,7.77,19.48,28.77,34.62,44.07,31.05,32.17,44.07,60.97,55.06,53.03,69.23,67.13,69.2,82.45,76.88,80.19,72.42,60.36,65.47,80.59,87.75,64.07,67.34,68.97,69.41,65.49,50.82
601011.SH,宝泰隆,焦炭加工,30.61,50.82,46.38,58.8,63.42,73.47,62.65,64.65,63.63,62.72,72.73,57.47,54.25,53.24,39.38,43.23,56.3,39.27,48.27,38.1,51.77,46.85,52.38,45.29,55.23,58.0,63.91,71.82,71.16,73.38,72.12,84.79,83.13,89.17,85.23,83.95,79.42,74.52,86.42,92.02,90.43,91.32,89.87,89.24,89.08,92.79,92.58,87.31,89.2,88.08,87.21,81.43,87.87,86.23,92.44,93.47,96.83,96.43,91.06,88.96,84.25,82.83,87.98,87.52,88.57,66.24,73.73,78.04,86.28,88.12,91.53,88.05,77.34,35.53,17.06,17.15,6.79,8.31,16.78,13.46,20.56,14.98,10.62,11.13,13.91,27.65,11.81,22.33,7.56,9.66,13.0,11.69,11.69,29.12,52.78,36.91,50.82,30.66,18.36,12.11
688289.SH,圣湘生物,医疗保健,30.59,31.08,38.82,56.79,45.43,41.9,56.77,67.64,62.37,63.32,72.63,70.35,60.41,53.87,50.7,45.15,37.28,22.87,29.05,30.38,26.57,26.29,12.32,14.44,16.8,10.66,6.14,7.82,8.47,6.39,2.89,4.9,4.13,17.31,17.5,38.15,35.09,52.33,44.14,34.65,27.81,31.03,28.49,20.58,18.76,21.21,29.02,20.25,21.96,44.28,57.56,40.41,34.72,10.43,11.57,4.53,2.36,1.17,1.54,1.96,2.45,1.4,1.75,1.7,2.22,2.52,0.91,0.47,0.37,0.28,0.42,0.68,0.58,0.58,1.14,1.63,6.14,5.62,2.29,6.77,7.14,7.75,8.91,10.62,9.22,11.5,28.16,42.7,66.61,63.98,70.91,63.28,67.78,53.92,48.41,60.38,73.33,67.52,76.08,48.86
000958.SZ,东方能源,多元金融,30.56,33.08,31.08,29.54,28.39,31.57,24.87,21.63,28.6,26.46,30.66,23.85,24.64,62.83,60.13,59.36,51.03,58.31,49.49,55.32,55.76,48.11,55.55,57.09,62.86,64.51,63.32,59.68,60.17,61.18,61.22,66.33,65.42,41.72,41.11,55.65,59.78,62.06,63.72,61.57,65.1,65.7,59.1,66.31,60.17,58.75,61.92,63.95,67.2,60.1,50.26,38.17,49.16,57.23,67.08,51.05,70.0,61.62,70.58,80.94,82.1,79.14,80.0,80.14,79.19,79.0,80.56,79.86,86.3,85.6,87.84,90.29,89.31,96.31,96.92,97.97,96.92,96.64,93.09,80.05,63.0,56.18,58.75,42.98,65.49,67.5,70.93,72.42,23.8,49.04,37.84,43.12,60.34,9.64,5.23,1.98,2.12,4.15,5.53,10.22
600139.SH,ST西源,综合类,30.54,63.02,64.14,87.54,83.27,81.87,81.33,73.31,83.55,87.45,92.25,90.41,95.19,92.98,91.48,92.65,93.28,92.51,88.92,79.98,91.27,92.53,93.58,90.27,90.76,90.55,93.3,93.82,92.72,91.48,84.93,89.13,87.87,91.3,86.0,70.49,53.31,59.57,65.21,63.63,38.15,22.19,27.23,20.6,34.53,37.49,30.56,20.18,19.04,9.12,15.54,4.95,1.59,3.38,11.11,40.76,81.15,79.82,57.91,54.67,70.53,65.49,64.56,83.69,78.35,82.41,81.01,89.2,90.6,88.08,89.29,85.3,93.3,92.84,91.95,75.94,47.99,28.63,46.94,46.71,59.43,74.94,73.01,37.96,38.82,20.07,13.23,8.19,3.1,3.36,2.45,3.57,1.42,1.8,1.4,5.32,3.92,12.76,10.13,13.63
002596.SZ,海南瑞泽,其他建材,30.52,36.19,32.29,24.64,29.42,30.31,22.82,25.55,23.57,24.59,37.59,17.01,25.06,26.5,23.4,20.51,18.95,22.91,17.03,14.86,16.12,10.78,12.67,8.42,6.53,8.4,6.65,5.79,6.04,7.05,5.97,7.49,6.02,4.55,4.81,5.32,5.69,5.27,5.55,6.65,5.53,9.1,8.61,14.58,19.65,15.4,22.1,21.47,22.14,16.54,20.07,20.51,22.91,30.77,25.17,21.28,17.73,18.69,29.63,34.04,54.99,32.29,30.45,38.57,50.82,51.77,49.28,46.08,47.13,50.21,41.09,51.21,74.5,80.17,71.19,77.41,81.24,78.91,74.43,72.61,52.12,62.9,70.6,53.27,37.77,42.0,44.21,57.23,55.69,45.52,55.93,43.63,15.98,15.96,26.01,29.7,25.66,40.5,29.86,34.16
002109.SZ,兴化股份,化工原料,30.49,39.83,56.0,48.79,54.34,60.94,53.01,49.98,53.17,33.48,53.06,55.06,57.82,41.83,26.88,23.78,39.85,34.13,50.35,39.22,73.4,89.29,87.73,86.49,94.38,92.39,92.46,93.0,92.04,94.24,91.02,95.05,92.98,94.38,92.98,91.88,91.11,85.86,85.84,83.11,73.31,68.6,68.04,71.82,56.56,85.58,82.97,73.82,67.69,37.12,52.73,18.92,70.93,81.57,87.8,89.59,89.85,92.23,93.72,93.26,87.91,73.75,81.01,82.59,74.22,31.96,63.77,76.22,86.68,93.42,89.48,90.22,65.14,22.0,8.91,9.8,7.68,5.86,10.87,12.62,24.99,24.22,21.58,19.13,24.36,36.51,18.39,23.61,8.0,2.68,4.04,3.41,9.15,17.1,34.09,19.39,24.36,17.66,5.79,4.85
002128.SZ,露天煤业,煤炭开采,30.47,53.06,55.62,52.08,57.82,57.51,44.7,54.53,59.05,69.67,75.29,49.51,41.25,36.19,36.44,31.17,41.13,34.23,26.99,10.01,16.8,11.88,6.72,9.38,11.99,27.34,46.66,41.81,23.15,16.12,19.04,52.22,60.83,56.98,55.2,64.37,46.45,37.52,52.78,59.08,61.85,64.42,69.41,72.14,81.82,75.69,84.58,85.49,88.66,84.88,79.28,76.5,72.94,84.6,93.12,88.5,94.24,96.48,94.82,95.87,95.36,95.31,96.59,97.64,97.34,96.76,96.24,95.85,96.31,96.92,97.55,98.53,98.53,96.27,91.2,95.82,92.21,86.75,90.76,89.06,89.1,59.17,37.19,27.02,31.61,59.19,9.43,29.65,11.81,12.79,27.72,6.77,3.59,6.58,11.01,4.41,6.88,5.18,4.57,1.77
000513.SZ,丽珠集团,化学制药,30.45,10.97,13.39,16.94,24.36,27.46,50.33,61.64,51.91,32.13,65.35,68.22,62.69,70.11,78.04,70.86,34.65,8.56,5.13,10.29,9.15,7.86,5.3,15.17,10.71,14.02,9.26,8.31,9.4,9.47,2.24,2.78,2.82,4.9,3.69,7.4,14.09,41.32,58.77,49.39,32.06,39.64,31.03,16.99,20.28,19.55,13.11,12.51,11.22,21.58,31.1,41.9,53.27,39.24,70.6,51.26,38.08,22.0,19.97,24.45,38.29,32.31,30.26,34.88,34.41,36.58,40.92,46.57,40.15,33.74,47.9,40.06,36.26,39.43,32.03,35.09,45.45,55.97,37.89,35.25,38.5,47.06,60.9,59.24,36.26,31.66,29.23,21.98,38.5,35.32,26.11,39.31,38.45,34.23,17.66,32.34,24.45,28.84,34.86,23.85
300983.SZ,尤安设计,建筑工程,30.42,34.16,26.6,15.45,19.69,27.27,43.02,37.94,40.64,40.67,45.61,41.41,48.65,46.83,49.07,35.16,38.01,42.86,61.69,57.33,53.99,50.63,50.51,55.69,54.53,43.91,38.15,48.39,42.09,36.42,40.92,43.37,44.21,45.68,41.25,39.99,38.94,40.08,24.17,27.81,34.39,38.03,36.96,30.75,37.96,51.7,54.64,51.52,53.73,54.32,40.13,51.59,33.53,36.28,48.25,52.45,50.79,45.5,54.76,53.9,50.61,48.53,49.67,47.01,49.6,34.51,32.83,29.58,31.66,33.15,39.31,30.75,38.75,42.28,37.03,35.46,41.39,38.71,28.28,29.47,32.43,32.62,31.87,39.48,29.42,32.94,33.55,40.9,48.11,41.62,38.85,41.95,34.32,28.14,20.98,26.27,35.0,32.1,35.53,33.13
300129.SZ,泰胜风能,电气设备,30.4,21.4,41.34,43.26,38.75,24.92,43.7,42.07,47.67,56.98,56.0,50.51,48.44,41.48,42.79,50.54,53.03,63.25,61.55,63.42,65.87,61.6,61.34,58.61,61.36,79.61,56.6,58.26,54.69,51.82,56.77,83.71,94.75,94.21,93.58,97.83,97.95,96.9,97.53,97.15,97.6,97.04,94.59,96.01,94.84,92.95,45.01,55.69,55.37,58.77,56.0,95.47,72.68,78.72,61.41,12.9,27.25,31.54,19.69,76.43,71.84,85.09,90.71,84.16,82.06,73.89,77.46,67.57,84.6,83.69,84.48,92.95,92.67,93.16,94.54,95.87,95.36,97.11,95.47,64.75,56.32,45.4,47.27,57.72,89.03,90.25,90.92,87.84,32.64,76.83,24.57,17.15,58.17,47.64,75.48,71.49,64.98,77.88,86.21,83.64
300625.SZ,三雄极光,半导体,30.38,28.02,28.93,31.33,42.49,43.86,54.53,52.24,49.46,45.59,44.35,57.0,61.22,62.53,49.18,54.67,56.11,53.52,63.14,60.76,82.1,79.35,72.73,70.02,62.25,64.02,50.4,57.33,60.31,67.59,55.83,53.73,65.8,47.71,61.2,69.83,61.9,60.55,63.16,63.77,55.39,59.92,62.23,65.98,65.59,62.18,74.83,65.35,64.96,53.71,66.47,63.21,42.98,61.99,57.98,24.59,29.86,31.68,22.17,23.47,26.64,28.79,31.08,24.69,25.71,37.4,30.96,42.98,41.65,43.23,39.22,28.42,31.96,23.96,24.83,34.2,39.22,35.51,41.95,38.73,34.06,33.76,36.7,40.08,42.07,28.42,18.81,12.62,19.32,18.08,19.04,23.89,26.69,44.0,43.63,40.5,42.91,46.29,44.87,41.69
002698.SZ,博实股份,化工机械,30.35,29.63,28.91,45.1,41.41,43.72,41.46,20.98,36.44,31.78,39.45,47.06,71.63,63.67,66.54,64.0,51.35,56.14,50.12,36.89,24.57,35.93,32.57,33.06,34.2,25.52,39.85,56.81,48.06,49.81,49.09,52.57,51.63,61.46,56.77,58.19,74.34,71.28,69.51,76.34,77.55,81.22,80.47,75.41,72.05,70.28,70.53,71.14,71.91,74.55,71.35,76.15,74.41,63.72,66.82,71.47,42.04,46.62,42.3,31.94,31.31,32.06,29.23,30.8,32.1,30.98,29.35,23.75,26.27,28.16,31.54,31.12,23.03,25.43,29.96,32.08,48.44,46.36,54.34,61.46,67.48,63.28,73.96,78.0,77.27,79.82,81.82,83.97,76.04,72.61,70.04,61.41,66.89,65.35,59.85,61.01,52.75,57.44,61.71,52.66
600998.SH,九州通,医药商业,30.33,30.98,28.95,38.03,20.49,10.69,10.9,10.13,8.35,10.64,8.84,8.59,8.94,13.49,16.26,15.63,10.48,9.71,8.77,10.13,11.11,9.22,7.79,8.89,22.28,28.04,34.95,42.37,40.57,32.34,37.07,29.4,35.53,50.65,37.91,34.18,36.3,44.28,43.14,45.24,42.32,46.1,48.02,51.68,45.01,52.15,51.73,60.2,56.44,61.32,62.44,51.94,46.73,34.23,48.88,54.9,62.48,58.96,53.06,48.39,53.27,70.04,65.05,51.31,71.14,73.5,67.5,60.22,68.18,66.38,74.41,77.09,78.21,78.72,81.99,82.15,87.12,72.05,83.85,82.64,88.08,86.75,88.94,90.99,72.38,68.13,72.4,82.1,81.82,78.42,32.24,33.01,25.94,13.84,6.07,9.17,4.15,11.43,9.22,8.73
